Time,HOT WATER LOOP:SPACE1-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE2-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE3-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE4-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE5-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:OA HEATING COIL 1:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:MAIN HEATING COIL 1:Design Water Volume Flow Rate [m3/s]
07:00:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
07:15:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
07:30:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
07:45:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
08:00:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
08:15:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
08:30:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
08:45:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
09:00:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
09:15:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
09:30:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
09:45:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
10:00:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
10:15:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
10:30:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
10:45:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
11:00:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
11:15:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
11:30:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
11:45:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
12:00:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
12:15:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
12:30:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
12:45:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
13:00:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
13:15:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
13:30:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
13:45:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
14:00:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
14:15:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
14:30:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
14:45:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
15:00:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
15:15:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
15:30:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
15:45:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
16:00:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
16:15:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
16:30:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
16:45:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
17:00:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
17:15:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
17:30:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
17:45:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
18:00:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
18:15:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
18:30:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
18:45:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
19:00:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
19:15:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
19:30:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
19:45:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
20:00:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
20:15:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
20:30:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
20:45:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
21:00:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
21:15:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
21:30:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
21:45:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
22:00:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
22:15:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
22:30:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
22:45:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
23:00:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
23:15:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
23:30:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
23:45:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05
24:00:00,1.022202E-04,4.408035E-05,9.936937E-05,4.492365E-05,7.894747E-05,1.503122E-04,7.659766E-05

Time,CHILLED WATER LOOP:OA COOLING COIL 1:Design Water Volume Flow Rate [m3/s],CHILLED WATER LOOP:MAIN COOLING COIL 1:Design Water Volume Flow Rate [m3/s]
00:15:00,3.909957E-04,2.763572E-04
00:30:00,3.909957E-04,2.763572E-04
00:45:00,3.909957E-04,2.763572E-04
01:00:00,3.909957E-04,2.763572E-04
01:15:00,3.909957E-04,2.763572E-04
01:30:00,3.909957E-04,2.763572E-04
01:45:00,3.909957E-04,2.763572E-04
02:00:00,3.909957E-04,2.763572E-04
02:15:00,3.909957E-04,2.763572E-04
02:30:00,3.909957E-04,2.763572E-04
02:45:00,3.909957E-04,2.763572E-04
03:00:00,3.909957E-04,2.763572E-04
03:15:00,3.909957E-04,2.763572E-04
03:30:00,3.909957E-04,2.763572E-04
03:45:00,3.909957E-04,2.763572E-04
04:00:00,3.909957E-04,2.763572E-04
04:15:00,3.909957E-04,2.763572E-04
04:30:00,3.909957E-04,2.763572E-04
04:45:00,3.909957E-04,2.763572E-04
05:00:00,3.909957E-04,2.763572E-04
05:15:00,3.909957E-04,2.763572E-04
05:30:00,3.909957E-04,2.763572E-04
05:45:00,3.909957E-04,2.763572E-04
06:00:00,3.909957E-04,2.763572E-04
06:15:00,3.909957E-04,2.763572E-04
06:30:00,3.909957E-04,2.763572E-04
06:45:00,3.909957E-04,2.763572E-04
07:00:00,3.916229E-04,2.768005E-04
07:15:00,4.191537E-04,2.962594E-04
07:30:00,4.515403E-04,3.191504E-04
07:45:00,4.803731E-04,3.395296E-04
08:00:00,5.027661E-04,3.553570E-04
08:15:00,5.672524E-04,4.009362E-04
08:30:00,6.297551E-04,4.451133E-04
08:45:00,6.913311E-04,4.886354E-04
09:00:00,7.523474E-04,5.317620E-04
09:15:00,8.421608E-04,5.952424E-04
09:30:00,9.503311E-04,6.716976E-04
09:45:00,1.045849E-03,7.392099E-04
10:00:00,1.143153E-03,8.079851E-04
10:15:00,1.170746E-03,8.274880E-04
10:30:00,1.194216E-03,8.440761E-04
10:45:00,1.213785E-03,8.579079E-04
11:00:00,1.230352E-03,8.696176E-04
11:15:00,1.223619E-03,8.648588E-04
11:30:00,1.212193E-03,8.567826E-04
11:45:00,1.197352E-03,8.462926E-04
12:00:00,1.179790E-03,8.338801E-04
12:15:00,1.140940E-03,8.064208E-04
12:30:00,1.099531E-03,7.771527E-04
12:45:00,1.058412E-03,7.480897E-04
13:00:00,1.018215E-03,7.196779E-04
13:15:00,1.054744E-03,7.454972E-04
13:30:00,1.098436E-03,7.763785E-04
13:45:00,1.146587E-03,8.104120E-04
14:00:00,1.198742E-03,8.472756E-04
14:15:00,1.225492E-03,8.661824E-04
14:30:00,1.253828E-03,8.862106E-04
14:45:00,1.283204E-03,9.069733E-04
15:00:00,1.314505E-03,9.290971E-04
15:15:00,1.326733E-03,9.377401E-04
15:30:00,1.337553E-03,9.453874E-04
15:45:00,1.346775E-03,9.519055E-04
16:00:00,1.352620E-03,9.560373E-04
16:15:00,1.343459E-03,9.495618E-04
16:30:00,1.329608E-03,9.397722E-04
16:45:00,1.310982E-03,9.266070E-04
17:00:00,1.287147E-03,9.097602E-04
17:15:00,1.281058E-03,9.054563E-04
17:30:00,1.270119E-03,8.977249E-04
17:45:00,1.253354E-03,8.858753E-04
18:00:00,1.230164E-03,8.694846E-04
18:15:00,1.121359E-03,7.925807E-04
18:30:00,9.970700E-04,7.047329E-04
18:45:00,8.572911E-04,6.059366E-04
19:00:00,7.062254E-04,4.991628E-04
19:15:00,6.012151E-04,4.249411E-04
19:30:00,5.005391E-04,3.537829E-04
19:45:00,4.408483E-04,3.115933E-04
20:00:00,4.179814E-04,2.954309E-04
20:15:00,4.019664E-04,2.841114E-04
20:30:00,3.909957E-04,2.763572E-04
20:45:00,3.909957E-04,2.763572E-04
21:00:00,3.909957E-04,2.763572E-04
21:15:00,3.909957E-04,2.763572E-04
21:30:00,3.909957E-04,2.763572E-04
21:45:00,3.909957E-04,2.763572E-04
22:00:00,3.909957E-04,2.763572E-04
22:15:00,3.909957E-04,2.763572E-04
22:30:00,3.909957E-04,2.763572E-04
22:45:00,3.909957E-04,2.763572E-04
23:00:00,3.909957E-04,2.763572E-04
23:15:00,3.909957E-04,2.763572E-04
23:30:00,3.909957E-04,2.763572E-04
23:45:00,3.909957E-04,2.763572E-04
24:00:00,3.909957E-04,2.763572E-04

